Albany,Cohabiting.household,ChildrenUnder18
Albany,Cohabiting.household,ChildrenUnder18
Albany,Cohabiting.household,ChildrenUnder18
Albany,Cohabiting.household,ChildrenUnder18
Broome,Cohabiting.household,ChildrenUnder18
Broome,Cohabiting.household,ChildrenUnder18
Cattaraugus,Cohabiting.household,ChildrenUnder18
Cayuga,Cohabiting.household,ChildrenUnder18
Cayuga,Cohabiting.household,ChildrenUnder18
Chautauqua,Cohabiting.household,ChildrenUnder18
Chautauqua,Cohabiting.household,ChildrenUnder18
Chemung,Cohabiting.household,ChildrenUnder18
Clinton,Cohabiting.household,ChildrenUnder18
Dutchess,Cohabiting.household,ChildrenUnder18
Erie,Cohabiting.household,ChildrenUnder18
Erie,Cohabiting.household,ChildrenUnder18
Erie,Cohabiting.household,ChildrenUnder18
Erie,Cohabiting.household,ChildrenUnder18
Erie,Cohabiting.household,ChildrenUnder18
Erie,Cohabiting.household,ChildrenUnder18
Erie,Cohabiting.household,ChildrenUnder18
Erie,Cohabiting.household,ChildrenUnder18
Erie,Cohabiting.household,ChildrenUnder18
Erie,Cohabiting.household,ChildrenUnder18
Jefferson,Cohabiting.household,ChildrenUnder18
Madison,Cohabiting.household,ChildrenUnder18
Monroe,Cohabiting.household,ChildrenUnder18
Monroe,Cohabiting.household,ChildrenUnder18
Monroe,Cohabiting.household,ChildrenUnder18
Monroe,Cohabiting.household,ChildrenUnder18
Monroe,Cohabiting.household,ChildrenUnder18
Monroe,Cohabiting.household,ChildrenUnder18
Niagara,Cohabiting.household,ChildrenUnder18
Niagara,Cohabiting.household,ChildrenUnder18
Oneida,Cohabiting.household,ChildrenUnder18
Oneida,Cohabiting.household,ChildrenUnder18
Oneida,Cohabiting.household,ChildrenUnder18
Onondaga,Cohabiting.household,ChildrenUnder18
Onondaga,Cohabiting.household,ChildrenUnder18
Onondaga,Cohabiting.household,ChildrenUnder18
Onondaga,Cohabiting.household,ChildrenUnder18
Ontario,Cohabiting.household,ChildrenUnder18
Ontario,Cohabiting.household,ChildrenUnder18
Orange,Cohabiting.household,ChildrenUnder18
Orange,Cohabiting.household,ChildrenUnder18
Oswego,Cohabiting.household,ChildrenUnder18
Oswego,Cohabiting.household,ChildrenUnder18
Putnam,Cohabiting.household,ChildrenUnder18
Rensselaer,Cohabiting.household,ChildrenUnder18
